date,rider_type,rides,season,year,holiday,workingday,day_of_week,weather_type,temp,feels_like,humidity,wind_speed
2011-05-14,casual,902,S,2011,N,weekend,6,2,16.479150999999998,17.041514,0.9225,9.041649999999999
2011-05-14,registered,2507,S,2011,N,weekend,6,2,16.479150999999998,17.041514,0.9225,9.041649999999999
2011-05-15,casual,1582,S,2011,N,weekend,0,2,18.4375,19.376000000000005,0.867083,10.249593
2011-05-15,registered,2971,S,2011,N,weekend,0,2,18.4375,19.376000000000005,0.867083,10.249593
2011-05-16,casual,773,S,2011,N,workday,1,1,19.142500000000002,20.333792000000003,0.787917,8.500357000000001
2011-05-16,registered,3185,S,2011,N,workday,1,1,19.142500000000002,20.333792000000003,0.787917,8.500357000000001
2011-05-17,casual,678,S,2011,N,workday,2,2,18.398349,19.542914000000003,0.837917,18.582718
2011-05-17,registered,3445,S,2011,N,workday,2,2,18.398349,19.542914000000003,0.837917,18.582718
2011-05-18,casual,536,S,2011,N,workday,3,2,17.85,18.792428,0.87,13.499964
2011-05-18,registered,3319,S,2011,N,workday,3,2,17.85,18.792428,0.87,13.499964
2011-05-19,casual,735,S,2011,N,workday,4,2,16.949151,17.708972000000003,0.829583,7.250271000000001
2011-05-19,registered,3840,S,2011,N,workday,4,2,16.949151,17.708972000000003,0.829583,7.250271000000001
2011-05-20,casual,909,S,2011,N,workday,5,1,17.223349,18.916772,0.719583,8.375871
2011-05-20,registered,4008,S,2011,N,workday,5,1,17.223349,18.916772,0.719583,8.375871
2011-05-21,casual,2258,S,2011,N,weekend,6,1,20.317500000000003,21.750349999999997,0.626667,8.083549999999999
2011-05-21,registered,3547,S,2011,N,weekend,6,1,20.317500000000003,21.750349999999997,0.626667,8.083549999999999
2011-05-22,casual,1576,S,2011,N,weekend,0,1,20.395849000000002,21.917,0.749583,9.916536
2011-05-22,registered,3084,S,2011,N,weekend,0,1,20.395849000000002,21.917,0.749583,9.916536
2011-05-23,casual,836,S,2011,N,workday,1,2,21.688349,22.959536,0.81,15.667413999999999
2011-05-23,registered,3438,S,2011,N,workday,1,2,21.688349,22.959536,0.81,15.667413999999999
2011-05-24,casual,659,S,2011,N,workday,2,2,23.020000000000003,23.917658000000003,0.740833,13.875164
2011-05-24,registered,3833,S,2011,N,workday,2,2,23.020000000000003,23.917658000000003,0.740833,13.875164
2011-05-25,casual,740,S,2011,N,workday,3,1,23.059151,24.625772000000005,0.69625,10.333611000000001
2011-05-25,registered,4238,S,2011,N,workday,3,1,23.059151,24.625772000000005,0.69625,10.333611000000001
2011-05-26,casual,758,S,2011,N,workday,4,1,25.291651,27.209408000000003,0.6775,13.376014
2011-05-26,registered,3919,S,2011,N,workday,4,1,25.291651,27.209408000000003,0.6775,13.376014
2011-05-27,casual,871,S,2011,N,workday,5,1,24.038349000000004,26.042528000000004,0.65375,16.125493
2011-05-27,registered,3808,S,2011,N,workday,5,1,24.038349000000004,26.042528000000004,0.65375,16.125493
2011-05-28,casual,2001,S,2011,N,weekend,6,1,22.824151,24.417014000000002,0.729583,15.416164
2011-05-28,registered,2757,S,2011,N,weekend,6,1,22.824151,24.417014000000002,0.729583,15.416164
2011-05-29,casual,2355,S,2011,N,weekend,0,1,23.3725,24.6263,0.81875,14.333846
2011-05-29,registered,2433,S,2011,N,weekend,0,1,23.3725,24.6263,0.81875,14.333846
2011-05-30,casual,1549,S,2011,Y,weekend,1,1,26.466651,28.292072000000005,0.685,8.792075
2011-05-30,registered,2549,S,2011,Y,weekend,1,1,26.466651,28.292072000000005,0.685,8.792075
2011-05-31,casual,673,S,2011,N,workday,2,1,28.425000000000004,31.875278,0.636667,7.459042999999999
2011-05-31,registered,3309,S,2011,N,workday,2,1,28.425000000000004,31.875278,0.636667,7.459042999999999
2011-06-01,casual,513,S,2011,N,workday,3,2,27.915849,31.583822000000005,0.677083,13.875164
2011-06-01,registered,3461,S,2011,N,workday,3,2,27.915849,31.583822000000005,0.677083,13.875164
2011-06-02,casual,736,S,2011,N,workday,4,1,25.604999999999997,26.500172,0.305,19.583229000000003
2011-06-02,registered,4232,S,2011,N,workday,4,1,25.604999999999997,26.500172,0.305,19.583229000000003
2011-06-03,casual,898,S,2011,N,workday,5,1,21.14,22.750778000000004,0.354167,16.959107
2011-06-03,registered,4414,S,2011,N,workday,5,1,21.14,22.750778000000004,0.354167,16.959107
2011-06-04,casual,1869,S,2011,N,weekend,6,1,21.845,23.249935999999998,0.45625,8.250514
2011-06-04,registered,3473,S,2011,N,weekend,6,1,21.845,23.249935999999998,0.45625,8.250514
2011-06-05,casual,1685,S,2011,N,weekend,0,2,22.471651,24.709063999999998,0.6525,9.292364000000001
2011-06-05,registered,3221,S,2011,N,weekend,0,2,22.471651,24.709063999999998,0.6525,9.292364000000001
2011-06-06,casual,673,S,2011,N,workday,1,1,23.881650999999998,25.042628,0.6,8.167032
2011-06-06,registered,3875,S,2011,N,workday,1,1,23.881650999999998,25.042628,0.6,8.167032
2011-06-07,casual,763,S,2011,N,workday,2,1,25.252499999999998,27.292700000000004,0.597917,12.583136
2011-06-07,registered,4070,S,2011,N,workday,2,1,25.252499999999998,27.292700000000004,0.597917,12.583136
2011-06-08,casual,676,S,2011,N,workday,3,1,28.464151,32.000414,0.622083,9.166739
2011-06-08,registered,3725,S,2011,N,workday,3,1,28.464151,32.000414,0.622083,9.166739
2011-06-09,casual,563,S,2011,N,workday,4,2,29.991650999999997,34.000214,0.568333,10.042161
2011-06-09,registered,3352,S,2011,N,workday,4,2,29.991650999999997,34.000214,0.568333,10.042161
2011-06-10,casual,815,S,2011,N,workday,5,1,27.485,30.417272000000004,0.605,9.417118
2011-06-10,registered,3771,S,2011,N,workday,5,1,27.485,30.417272000000004,0.605,9.417118
2011-06-11,casual,1729,S,2011,N,weekend,6,1,26.074999999999996,28.750508000000004,0.654583,10.374949999999998
2011-06-11,registered,3237,S,2011,N,weekend,6,1,26.074999999999996,28.750508000000004,0.654583,10.374949999999998
2011-06-12,casual,1467,S,2011,N,weekend,0,1,24.5475,26.459450000000004,0.747917,10.958988999999999
2011-06-12,registered,2993,S,2011,N,weekend,0,1,24.5475,26.459450000000004,0.747917,10.958988999999999
2011-06-13,casual,863,S,2011,N,workday,1,1,21.845,23.709164,0.494583,20.45845
2011-06-13,registered,4157,S,2011,N,workday,1,1,21.845,23.709164,0.494583,20.45845
2011-06-14,casual,727,S,2011,N,workday,2,1,20.395849000000002,23.042036000000003,0.507083,18.041961
2011-06-14,registered,4164,S,2011,N,workday,2,1,20.395849000000002,23.042036000000003,0.507083,18.041961
2011-06-15,casual,769,S,2011,N,workday,3,1,21.453349,22.791764,0.471667,11.250104
2011-06-15,registered,4411,S,2011,N,workday,3,1,21.453349,22.791764,0.471667,11.250104
2011-06-16,casual,545,S,2011,N,workday,4,2,21.531651,23.292836,0.688333,13.833556999999999
2011-06-16,registered,3222,S,2011,N,workday,4,2,21.531651,23.292836,0.688333,13.833556999999999
2011-06-17,casual,863,S,2011,N,workday,5,1,22.510849000000004,23.625278,0.735833,9.582942999999998
2011-06-17,registered,3981,S,2011,N,workday,5,1,22.510849000000004,23.625278,0.735833,9.582942999999998
2011-06-18,casual,1807,S,2011,N,weekend,6,1,24.743349000000002,26.500964000000003,0.670417,8.000336
2011-06-18,registered,3312,S,2011,N,weekend,6,1,24.743349000000002,26.500964000000003,0.670417,8.000336
2011-06-19,casual,1639,S,2011,N,weekend,0,2,24.860849,26.625836,0.666667,6.834
2011-06-19,registered,3105,S,2011,N,weekend,0,2,24.860849,26.625836,0.666667,6.834
2011-06-20,casual,699,S,2011,N,workday,1,2,21.845,23.292836,0.74625,10.416825
2011-06-20,registered,3311,S,2011,N,workday,1,2,21.845,23.292836,0.74625,10.416825
2011-06-21,casual,774,U,2011,N,workday,2,2,23.999151,26.084636000000003,0.770417,11.458675000000001
2011-06-21,registered,4061,U,2011,N,workday,2,2,23.999151,26.084636000000003,0.770417,11.458675000000001
2011-06-22,casual,661,U,2011,N,workday,3,1,26.466651,29.792714000000004,0.7075,11.541554
2011-06-22,registered,3846,U,2011,N,workday,3,1,26.466651,29.792714000000004,0.7075,11.541554
2011-06-23,casual,746,U,2011,N,workday,4,2,26.231651,29.792978000000005,0.703333,15.999868
2011-06-23,registered,4044,U,2011,N,workday,4,2,26.231651,29.792978000000005,0.703333,15.999868
2011-06-24,casual,969,U,2011,N,workday,5,1,26.035849,27.334478000000004,0.573333,14.875675
2011-06-24,registered,4022,U,2011,N,workday,5,1,26.035849,27.334478000000004,0.573333,14.875675
2011-06-25,casual,1782,U,2011,N,weekend,6,1,24.665,26.458658,0.483333,14.041257
2011-06-25,registered,3420,U,2011,N,weekend,6,1,24.665,26.458658,0.483333,14.041257
2011-06-26,casual,1920,U,2011,N,weekend,0,1,23.96,26.083514,0.513333,6.3337311
2011-06-26,registered,3385,U,2011,N,weekend,0,1,23.96,26.083514,0.513333,6.3337311
2011-06-27,casual,854,U,2011,N,workday,1,2,24.0775,26.042264000000003,0.658333,7.2083960000000005
2011-06-27,registered,3854,U,2011,N,workday,1,2,24.0775,26.042264000000003,0.658333,7.2083960000000005
2011-06-28,casual,732,U,2011,N,workday,2,1,26.975849000000004,29.708827999999997,0.634167,9.666960999999999
2011-06-28,registered,3916,U,2011,N,workday,2,1,26.975849000000004,29.708827999999997,0.634167,9.666960999999999
2011-06-29,casual,848,U,2011,N,workday,3,1,26.231651,27.209408000000003,0.497917,17.542007
2011-06-29,registered,4377,U,2011,N,workday,3,1,26.231651,27.209408000000003,0.497917,17.542007
2011-06-30,casual,1027,U,2011,N,workday,4,1,24.743349000000002,26.042528000000004,0.434167,12.415904000000001
2011-06-30,registered,4488,U,2011,N,workday,4,1,24.743349000000002,26.042528000000004,0.434167,12.415904000000001
2011-07-01,casual,1246,U,2011,N,workday,5,1,25.957500000000003,27.042692000000002,0.39625,6.874736
2011-07-01,registered,4116,U,2011,N,workday,5,1,25.957500000000003,27.042692000000002,0.39625,6.874736
2011-07-02,casual,2204,U,2011,N,weekend,6,1,26.701651,28.042327999999998,0.444583,7.709154
2011-07-02,registered,2915,U,2011,N,weekend,6,1,26.701651,28.042327999999998,0.444583,7.709154
2011-07-03,casual,2282,U,2011,N,weekend,0,2,25.683349,28.125950000000003,0.6825,15.333486
2011-07-03,registered,2367,U,2011,N,weekend,0,2,25.683349,28.125950000000003,0.6825,15.333486
2011-07-04,casual,3065,U,2011,Y,weekend,1,2,26.153349,27.917522000000005,0.637917,5.4591064000000005
2011-07-04,registered,2978,U,2011,Y,weekend,1,2,26.153349,27.917522000000005,0.637917,5.4591064000000005
2011-07-05,casual,1031,U,2011,N,workday,2,1,27.093348999999996,29.958308000000002,0.590417,8.459286
2011-07-05,registered,3634,U,2011,N,workday,2,1,27.093348999999996,29.958308000000002,0.590417,8.459286
2011-07-06,casual,784,U,2011,N,workday,3,1,25.839999999999996,29.251778,0.743333,10.042161
2011-07-06,registered,3845,U,2011,N,workday,3,1,25.839999999999996,29.251778,0.743333,10.042161
2011-07-07,casual,754,U,2011,N,workday,4,1,27.25,29.333486,0.65125,10.666400000000001
2011-07-07,registered,3838,U,2011,N,workday,4,1,27.25,29.333486,0.65125,10.666400000000001
2011-07-08,casual,692,U,2011,N,workday,5,2,25.330849,28.251878000000005,0.757917,15.083643
2011-07-08,registered,3348,U,2011,N,workday,5,2,25.330849,28.251878000000005,0.757917,15.083643
2011-07-09,casual,1988,U,2011,N,weekend,6,1,26.466651,27.834428000000003,0.609167,11.250104
2011-07-09,registered,3348,U,2011,N,weekend,6,1,26.466651,27.834428000000003,0.609167,11.250104
2011-07-10,casual,1743,U,2011,N,weekend,0,1,27.1325,29.541649999999997,0.578333,12.292557
2011-07-10,registered,3138,U,2011,N,weekend,0,1,27.1325,29.541649999999997,0.578333,12.292557
2011-07-11,casual,723,U,2011,N,workday,1,1,27.8375,32.167064,0.635833,18.916579
2011-07-11,registered,3363,U,2011,N,workday,1,1,27.8375,32.167064,0.635833,18.916579
2011-07-12,casual,662,U,2011,N,workday,2,1,29.325848999999998,32.79215,0.559167,13.417017999999999
2011-07-12,registered,3596,U,2011,N,workday,2,1,29.325848999999998,32.79215,0.559167,13.417017999999999
2011-07-13,casual,748,U,2011,N,workday,3,1,27.093348999999996,29.500664,0.631667,9.790911000000001
2011-07-13,registered,3594,U,2011,N,workday,3,1,27.093348999999996,29.500664,0.631667,9.790911000000001
2011-07-14,casual,888,U,2011,N,workday,4,1,23.999151,25.916863999999997,0.47625,16.124689
2011-07-14,registered,4196,U,2011,N,workday,4,1,23.999151,25.916863999999997,0.47625,16.124689
2011-07-15,casual,1318,U,2011,N,workday,5,1,23.176650999999996,25.208486,0.59125,12.249811
2011-07-15,registered,4220,U,2011,N,workday,5,1,23.176650999999996,25.208486,0.59125,12.249811
2011-07-16,casual,2418,U,2011,N,weekend,6,1,24.273349000000003,26.125358,0.585,13.958914
2011-07-16,registered,3505,U,2011,N,weekend,6,1,24.273349000000003,26.125358,0.585,13.958914
2011-07-17,casual,2006,U,2011,N,weekend,0,1,25.800849,28.208978000000002,0.604167,16.417211000000002
2011-07-17,registered,3296,U,2011,N,weekend,0,1,25.800849,28.208978000000002,0.604167,16.417211000000002
2011-07-18,casual,841,U,2011,N,workday,1,1,27.093348999999996,30.459050000000005,0.65125,14.458867999999999
2011-07-18,registered,3617,U,2011,N,workday,1,1,27.093348999999996,30.459050000000005,0.65125,14.458867999999999
2011-07-19,casual,752,U,2011,N,workday,2,1,28.503349,33.333614,0.650417,8.7502
2011-07-19,registered,3789,U,2011,N,workday,2,1,28.503349,33.333614,0.650417,8.7502
2011-07-20,casual,644,U,2011,N,workday,3,1,28.111651000000002,33.2921,0.707083,7.625739
2011-07-20,registered,3688,U,2011,N,workday,3,1,28.111651000000002,33.2921,0.707083,7.625739
2011-07-21,casual,632,U,2011,N,workday,4,2,30.305,38.540486,0.69125,14.875407
2011-07-21,registered,3152,U,2011,N,workday,4,2,30.305,38.540486,0.69125,14.875407
2011-07-22,casual,562,U,2011,N,workday,5,1,31.871651,39.499136,0.580417,8.9177
2011-07-22,registered,2825,U,2011,N,workday,5,1,31.871651,39.499136,0.580417,8.9177
2011-07-23,casual,987,U,2011,N,weekend,6,1,31.910849,37.082941999999996,0.5,8.791807
2011-07-23,registered,2298,U,2011,N,weekend,6,1,31.910849,37.082941999999996,0.5,8.791807
2011-07-24,casual,1050,U,2011,N,weekend,0,1,31.009999999999998,36.458714,0.550833,11.334456999999999
2011-07-24,registered,2556,U,2011,N,weekend,0,1,31.009999999999998,36.458714,0.550833,11.334456999999999
2011-07-25,casual,568,U,2011,N,workday,1,1,26.936650999999998,31.583228,0.757083,6.0841560999999995
2011-07-25,registered,3272,U,2011,N,workday,1,1,26.936650999999998,31.583228,0.757083,6.0841560999999995
2011-07-26,casual,750,U,2011,N,workday,2,1,28.268349,30.000614,0.540833,13.417285999999999
2011-07-26,registered,3840,U,2011,N,workday,2,1,28.268349,30.000614,0.540833,13.417285999999999
2011-07-27,casual,755,U,2011,N,workday,3,1,28.425000000000004,29.584022000000004,0.402917,12.292020999999998
2011-07-27,registered,3901,U,2011,N,workday,3,1,28.425000000000004,29.584022000000004,0.402917,12.292020999999998
2011-07-28,casual,606,U,2011,N,workday,4,1,28.620849,32.8334,0.583333,11.958093
2011-07-28,registered,3784,U,2011,N,workday,4,1,28.620849,32.8334,0.583333,11.958093
2011-07-29,casual,670,U,2011,N,workday,5,1,31.401651,35.873822,0.5425,11.667245999999999
2011-07-29,registered,3176,U,2011,N,workday,5,1,31.401651,35.873822,0.5425,11.667245999999999
2011-07-30,casual,1559,U,2011,N,weekend,6,1,29.795848999999997,32.083442,0.465833,11.291979
2011-07-30,registered,2916,U,2011,N,weekend,6,1,29.795848999999997,32.083442,0.465833,11.291979
2011-07-31,casual,1524,U,2011,N,weekend,0,1,29.874150999999998,32.166536,0.480833,11.042470999999999
2011-07-31,registered,2778,U,2011,N,weekend,0,1,29.874150999999998,32.166536,0.480833,11.042470999999999
2011-08-01,casual,729,U,2011,N,workday,1,1,28.268349,30.417272000000004,0.550833,10.500039
2011-08-01,registered,3537,U,2011,N,workday,1,1,28.268349,30.417272000000004,0.550833,10.500039
2011-08-02,casual,801,U,2011,N,workday,2,1,28.816651,30.666686,0.49125,13.79195
2011-08-02,registered,4044,U,2011,N,workday,2,1,28.816651,30.666686,0.49125,13.79195
2011-08-03,casual,467,U,2011,N,workday,3,2,26.388348999999998,28.875842,0.6575,9.084061
2011-08-03,registered,3107,U,2011,N,workday,3,2,26.388348999999998,28.875842,0.6575,9.084061
2011-08-04,casual,799,U,2011,N,workday,4,2,25.369999999999997,27.876008000000006,0.7575,13.20905
2011-08-04,registered,3777,U,2011,N,workday,4,2,25.369999999999997,27.876008000000006,0.7575,13.20905
2011-08-05,casual,1023,U,2011,N,workday,5,1,25.409151,27.333422,0.630833,12.374632
2011-08-05,registered,3843,U,2011,N,workday,5,1,25.409151,27.333422,0.630833,12.374632
2011-08-06,casual,1521,U,2011,N,weekend,6,2,25.683349,28.626164000000003,0.755,15.29275
2011-08-06,registered,2773,U,2011,N,weekend,6,2,25.683349,28.626164000000003,0.755,15.29275
2011-08-07,casual,1298,U,2011,N,weekend,0,1,26.8975,31.209272000000006,0.752917,13.499629
2011-08-07,registered,2487,U,2011,N,weekend,0,1,26.8975,31.209272000000006,0.752917,13.499629
2011-08-08,casual,846,U,2011,N,workday,1,1,27.955,30.416677999999997,0.592083,12.875725000000001
2011-08-08,registered,3480,U,2011,N,workday,1,1,27.955,30.416677999999997,0.592083,12.875725000000001
2011-08-09,casual,907,U,2011,N,workday,2,1,28.425000000000004,31.791986,0.570417,10.125107
2011-08-09,registered,3695,U,2011,N,workday,2,1,28.425000000000004,31.791986,0.570417,10.125107
2011-08-10,casual,884,U,2011,N,workday,3,1,28.033349,29.208878,0.424167,13.417285999999999
2011-08-10,registered,3896,U,2011,N,workday,3,1,28.033349,29.208878,0.424167,13.417285999999999
2011-08-11,casual,812,U,2011,N,workday,4,1,25.722500000000004,27.000386,0.42375,11.041332
2011-08-11,registered,3980,U,2011,N,workday,4,1,25.722500000000004,27.000386,0.42375,11.041332
2011-08-12,casual,1051,U,2011,N,workday,5,1,25.291651,27.166772,0.415,8.416607
2011-08-12,registered,3854,U,2011,N,workday,5,1,25.291651,27.166772,0.415,8.416607
2011-08-13,casual,1504,U,2011,N,weekend,6,2,24.234151000000004,26.626628000000004,0.729583,14.167418
2011-08-13,registered,2646,U,2011,N,weekend,6,2,24.234151000000004,26.626628000000004,0.729583,14.167418
2011-08-14,casual,1338,U,2011,N,weekend,0,2,23.803349,25.209608000000003,0.8175,14.916411
2011-08-14,registered,2482,U,2011,N,weekend,0,2,23.803349,25.209608000000003,0.8175,14.916411
2011-08-15,casual,775,U,2011,N,workday,1,1,23.294151,24.667022000000003,0.712083,13.999918
2011-08-15,registered,3563,U,2011,N,workday,1,1,23.294151,24.667022000000003,0.712083,13.999918
2011-08-16,casual,721,U,2011,N,workday,2,1,24.939151000000003,26.625242,0.578333,15.834043000000001
2011-08-16,registered,4004,U,2011,N,workday,2,1,24.939151000000003,26.625242,0.578333,15.834043000000001
2011-08-17,casual,668,U,2011,N,workday,3,1,25.996651,28.000286000000003,0.575417,9.625689
2011-08-17,registered,4026,U,2011,N,workday,3,1,25.996651,28.000286000000003,0.575417,9.625689
2011-08-18,casual,639,U,2011,N,workday,4,1,25.448349,27.709028000000004,0.654583,15.624936
2011-08-18,registered,3166,U,2011,N,workday,4,1,25.448349,27.709028000000004,0.654583,15.624936
2011-08-19,casual,797,U,2011,N,workday,5,2,24.195,25.792586,0.722917,9.333635999999998
2011-08-19,registered,3356,U,2011,N,workday,5,2,24.195,25.792586,0.722917,9.333635999999998
2011-08-20,casual,1914,U,2011,N,weekend,6,1,24.7825,26.833736000000002,0.674167,6.999289
2011-08-20,registered,3277,U,2011,N,weekend,6,1,24.7825,26.833736000000002,0.674167,6.999289
2011-08-21,casual,1249,U,2011,N,weekend,0,1,25.409151,28.584650000000003,0.77,16.666518
2011-08-21,registered,2624,U,2011,N,weekend,0,1,25.409151,28.584650000000003,0.77,16.666518
2011-08-22,casual,833,U,2011,N,workday,1,1,24.508349000000003,26.124764,0.47,18.54225
2011-08-22,registered,3925,U,2011,N,workday,1,1,24.508349000000003,26.124764,0.47,18.54225
2011-08-23,casual,1281,U,2011,N,workday,2,1,22.119151,24.000422,0.455417,9.833121
2011-08-23,registered,4614,U,2011,N,workday,2,1,22.119151,24.000422,0.455417,9.833121
2011-08-24,casual,949,U,2011,N,workday,3,1,23.646651,25.625672,0.605,16.958236
2011-08-24,registered,4181,U,2011,N,workday,3,1,23.646651,25.625672,0.605,16.958236
2011-08-25,casual,435,U,2011,N,workday,4,2,24.155848999999996,26.626364000000002,0.771667,14.125810999999999
2011-08-25,registered,3107,U,2011,N,workday,4,2,24.155848999999996,26.626364000000002,0.771667,14.125810999999999
2011-08-26,casual,768,U,2011,N,workday,5,1,24.9,27.542378,0.76125,5.625487499999999
2011-08-26,registered,3893,U,2011,N,workday,5,1,24.9,27.542378,0.76125,5.625487499999999
2011-08-27,casual,226,U,2011,N,weekend,6,2,23.96,25.946696000000003,0.85,25.166338999999997
2011-08-27,registered,889,U,2011,N,weekend,6,2,23.96,25.946696000000003,0.85,25.166338999999997
2011-08-28,casual,1415,U,2011,N,weekend,0,1,25.231772999999997,26.765293999999997,0.561765,20.412153
2011-08-28,registered,2919,U,2011,N,weekend,0,1,25.231772999999997,26.765293999999997,0.561765,20.412153
2011-08-29,casual,729,U,2011,N,workday,1,1,21.923348999999998,24.125228,0.554583,10.708275
2011-08-29,registered,3905,U,2011,N,workday,1,1,21.923348999999998,24.125228,0.554583,10.708275
2011-08-30,casual,775,U,2011,N,workday,2,1,22.040849,23.250464,0.548333,8.375536
2011-08-30,registered,4429,U,2011,N,workday,2,1,22.040849,23.250464,0.548333,8.375536
2011-08-31,casual,688,U,2011,N,workday,3,1,22.863349,24.333986000000003,0.597917,5.5833311
2011-08-31,registered,4370,U,2011,N,workday,3,1,22.863349,24.333986000000003,0.597917,5.5833311
2011-09-01,casual,783,U,2011,N,workday,4,1,22.785,24.584786,0.639167,9.500332
2011-09-01,registered,4332,U,2011,N,workday,4,1,22.785,24.584786,0.639167,9.500332
2011-09-02,casual,875,U,2011,N,workday,5,2,22.236651000000002,23.917327999999998,0.727083,9.375243
2011-09-02,registered,3852,U,2011,N,workday,5,2,22.236651000000002,23.917327999999998,0.727083,9.375243
2011-09-03,casual,1935,U,2011,N,weekend,6,1,23.450848999999998,25.792058000000004,0.716667,12.416775
2011-09-03,registered,2549,U,2011,N,weekend,6,1,23.450848999999998,25.792058000000004,0.716667,12.416775
2011-09-04,casual,2521,U,2011,N,weekend,0,1,25.330849,27.918314000000002,0.742083,13.833289
2011-09-04,registered,2419,U,2011,N,weekend,0,1,25.330849,27.918314000000002,0.742083,13.833289
2011-09-05,casual,1236,U,2011,Y,weekend,1,2,23.646651,25.292636,0.790417,14.250632
2011-09-05,registered,2115,U,2011,Y,weekend,1,2,23.646651,25.292636,0.790417,14.250632
2011-09-06,casual,204,U,2011,N,workday,2,3,17.380000000000003,18.0032,0.886957,23.044181
2011-09-06,registered,2506,U,2011,N,workday,2,3,17.380000000000003,18.0032,0.886957,23.044181
2011-09-07,casual,118,U,2011,N,workday,3,3,20.160849,19.919114,0.917083,6.500393600000001
2011-09-07,registered,1878,U,2011,N,workday,3,3,20.160849,19.919114,0.917083,6.500393600000001
2011-09-08,casual,153,U,2011,N,workday,4,3,21.793910999999998,20.653826000000002,0.939565,12.914116
2011-09-08,registered,1689,U,2011,N,workday,4,3,21.793910999999998,20.653826000000002,0.939565,12.914116
2011-09-09,casual,417,U,2011,N,workday,5,2,22.55,22.210435999999994,0.897917,8.333393000000001
2011-09-09,registered,3127,U,2011,N,workday,5,2,22.55,22.210435999999994,0.897917,8.333393000000001
2011-09-10,casual,1750,U,2011,N,weekend,6,1,23.020000000000003,24.125492,0.75375,10.291736
2011-09-10,registered,3595,U,2011,N,weekend,6,1,23.020000000000003,24.125492,0.75375,10.291736
2011-09-11,casual,1633,U,2011,N,weekend,0,1,22.706651,24.209114,0.71375,7.708618
2011-09-11,registered,3413,U,2011,N,weekend,0,1,22.706651,24.209114,0.71375,7.708618
2011-09-12,casual,690,U,2011,N,workday,1,1,22.284356000000002,23.74058,0.692174,5.957171000000001
2011-09-12,registered,4023,U,2011,N,workday,1,1,22.284356000000002,23.74058,0.692174,5.957171000000001
2011-09-13,casual,701,U,2011,N,workday,2,1,22.589151,23.834564,0.7125,9.500868
2011-09-13,registered,4062,U,2011,N,workday,2,1,22.589151,23.834564,0.7125,9.500868
2011-09-14,casual,647,U,2011,N,workday,3,1,23.646651,25.3754,0.697083,11.2091
2011-09-14,registered,4138,U,2011,N,workday,3,1,23.646651,25.3754,0.697083,11.2091
2011-09-15,casual,428,U,2011,N,workday,4,2,19.142500000000002,20.542286000000004,0.709167,18.166782
2011-09-15,registered,3231,U,2011,N,workday,4,2,19.142500000000002,20.542286000000004,0.709167,18.166782
2011-09-16,casual,742,U,2011,N,workday,5,2,14.050849,14.457350000000002,0.590417,11.000261
2011-09-16,registered,4018,U,2011,N,workday,5,2,14.050849,14.457350000000002,0.590417,11.000261
2011-09-17,casual,1434,U,2011,N,weekend,6,2,15.108349,15.581792,0.718333,12.708225
2011-09-17,registered,3077,U,2011,N,weekend,6,2,15.108349,15.581792,0.718333,12.708225
2011-09-18,casual,1353,U,2011,N,weekend,0,1,15.8525,16.375442,0.695,11.958361
2011-09-18,registered,2921,U,2011,N,weekend,0,1,15.8525,16.375442,0.695,11.958361
2011-09-19,casual,691,U,2011,N,workday,1,2,17.810848999999997,18.958550000000002,0.69,10.166713999999999
2011-09-19,registered,3848,U,2011,N,workday,1,2,17.810848999999997,18.958550000000002,0.69,10.166713999999999
2011-09-20,casual,438,U,2011,N,workday,2,2,18.398349,19.126322000000002,0.88125,9.041917999999999
2011-09-20,registered,3203,U,2011,N,workday,2,2,18.398349,19.126322000000002,0.88125,9.041917999999999
2011-09-21,casual,539,U,2011,N,workday,3,2,19.965,20.335178000000006,0.9,6.4590814
2011-09-21,registered,3813,U,2011,N,workday,3,2,19.965,20.335178000000006,0.9,6.4590814
2011-09-22,casual,555,U,2011,N,workday,4,2,21.531651,20.627558,0.902083,8.584375
2011-09-22,registered,4240,U,2011,N,workday,4,2,21.531651,20.627558,0.902083,8.584375
2011-09-23,casual,258,F,2011,N,workday,5,2,20.630849,18.460249999999995,0.9725,5.2505689
2011-09-23,registered,2137,F,2011,N,workday,5,2,20.630849,18.460249999999995,0.9725,5.2505689
2011-09-24,casual,1776,F,2011,N,weekend,6,2,20.513348999999998,21.251192000000003,0.8625,5.2516811
2011-09-24,registered,3647,F,2011,N,weekend,6,2,20.513348999999998,21.251192000000003,0.8625,5.2516811
2011-09-25,casual,1544,F,2011,N,weekend,0,2,21.805849000000002,21.794041999999997,0.845,3.3754064
2011-09-25,registered,3466,F,2011,N,weekend,0,2,21.805849000000002,21.794041999999997,0.845,3.3754064
2011-09-26,casual,684,F,2011,N,workday,1,2,22.510849000000004,22.876771999999995,0.848333,7.4169
2011-09-26,registered,3946,F,2011,N,workday,1,2,22.510849000000004,22.876771999999995,0.848333,7.4169
2011-09-27,casual,477,F,2011,N,workday,2,2,21.923348999999998,21.91865,0.885417,7.917457
2011-09-27,registered,3643,F,2011,N,workday,2,2,21.923348999999998,21.91865,0.885417,7.917457
2011-09-28,casual,480,F,2011,N,workday,3,2,21.845,21.960427999999993,0.84875,9.958143000000002
2011-09-28,registered,3427,F,2011,N,workday,3,2,21.845,21.960427999999993,0.84875,9.958143000000002
